   8.7000000e+00  -3.7672105e+00
   8.7000000e+00  -2.5114737e+00
   8.7000000e+00   2.5114737e+00
   8.7000000e+00   3.7672105e+00
   8.7000000e+00   5.0229473e+00
   9.7875000e+00  -4.3950789e+00
   9.7875000e+00  -3.1393421e+00
   9.7875000e+00  -1.8836053e+00
   9.7875000e+00  -6.2786842e-01
   9.7875000e+00   6.2786842e-01
   9.7875000e+00   1.8836053e+00
   9.7875000e+00   3.1393421e+00
   9.7875000e+00   4.3950789e+00
   9.7875000e+00   5.6508158e+00
   1.0875000e+01  -5.0229473e+00
   1.0875000e+01  -3.7672105e+00
   1.0875000e+01  -2.5114737e+00
   1.0875000e+01  -1.2557368e+00
   1.0875000e+01   2.2562820e-09
   1.0875000e+01   1.2557368e+00
   1.0875000e+01   2.5114737e+00
   1.0875000e+01   3.7672105e+00
   1.0875000e+01   5.0229473e+00
   1.0875000e+01   6.2786842e+00
   1.1962500e+01  -5.6508158e+00
   1.1962500e+01  -4.3950789e+00
   1.1962500e+01  -3.1393421e+00
   1.1962500e+01  -1.8836053e+00
   1.1962500e+01  -6.2786842e-01
   1.1962500e+01   6.2786842e-01
   1.1962500e+01   1.8836053e+00
   1.1962500e+01   3.1393421e+00
   1.1962500e+01   4.3950789e+00
   1.1962500e+01   5.6508158e+00
   1.1962500e+01   6.9065526e+00
   1.3050000e+01  -6.2786842e+00
   1.3050000e+01  -5.0229473e+00
   1.3050000e+01  -3.7672105e+00
   1.3050000e+01  -2.5114737e+00
   1.3050000e+01  -1.2557368e+00
   1.3050000e+01   2.2562820e-09
   1.3050000e+01   1.2557368e+00
   1.3050000e+01   2.5114737e+00
   1.3050000e+01   3.7672105e+00
   1.3050000e+01   5.0229473e+00
   1.3050000e+01   6.2786842e+00
   1.3050000e+01   7.5344210e+00
   1.4137500e+01  -6.9065526e+00
   1.4137500e+01  -5.6508158e+00
   1.4137500e+01  -4.3950789e+00
   1.4137500e+01  -3.1393421e+00
   1.4137500e+01  -1.8836053e+00
   1.4137500e+01  -6.2786842e-01
   1.4137500e+01   6.2786842e-01
   1.4137500e+01   1.8836053e+00
   1.4137500e+01   3.1393421e+00
   1.4137500e+01   4.3950789e+00
   1.4137500e+01   5.6508158e+00
   1.4137500e+01   6.9065526e+00
   1.4137500e+01   8.1622894e+00
   1.5225000e+01  -7.5344210e+00
   1.5225000e+01  -6.2786842e+00
   1.5225000e+01  -5.0229473e+00
   1.5225000e+01  -3.7672105e+00
   1.5225000e+01  -2.5114737e+00
   1.5225000e+01  -1.2557368e+00
   1.5225000e+01   2.2562820e-09
   1.5225000e+01   1.2557368e+00
   1.5225000e+01   2.5114737e+00
   1.5225000e+01   3.7672105e+00
   1.5225000e+01   5.0229473e+00
   1.5225000e+01   6.2786842e+00
   1.5225000e+01   7.5344210e+00
   1.5225000e+01   8.7901579e+00
   1.6312500e+01  -8.1622894e+00
   1.6312500e+01  -6.9065526e+00
   1.6312500e+01  -5.6508158e+00
   1.6312500e+01  -4.3950789e+00
   1.6312500e+01  -3.1393421e+00
   1.6312500e+01  -1.8836053e+00
   1.6312500e+01  -6.2786842e-01
   1.6312500e+01   6.2786842e-01
   1.6312500e+01   1.8836053e+00
   1.6312500e+01   3.1393421e+00
   1.6312500e+01   4.3950789e+00
   1.6312500e+01   5.6508158e+00
   1.6312500e+01   6.9065526e+00
   1.6312500e+01   8.1622894e+00
   1.6312500e+01   9.4180263e+00
   1.7400000e+01  -7.5344210e+00
   1.7400000e+01  -6.2786842e+00
   1.7400000e+01  -5.0229473e+00
   1.7400000e+01  -3.7672105e+00
   1.7400000e+01  -2.5114737e+00
   1.7400000e+01  -1.2557368e+00
   1.7400000e+01   2.2562820e-09
   1.7400000e+01   1.2557368e+00
   1.7400000e+01   2.5114737e+00
   1.7400000e+01   3.7672105e+00
   1.7400000e+01   5.0229473e+00
   1.7400000e+01   6.2786842e+00
   1.7400000e+01   7.5344210e+00
   1.8487500e+01  -5.6508158e+00
   1.8487500e+01  -4.3950789e+00
   1.8487500e+01  -3.1393421e+00
   1.8487500e+01  -1.8836053e+00
   1.8487500e+01  -6.2786842e-01
   1.8487500e+01   6.2786842e-01
   1.8487500e+01   1.8836053e+00
   1.8487500e+01   3.1393421e+00
   1.8487500e+01   4.3950789e+00
   1.8487500e+01   5.6508158e+00
   7.6125000e+00   5.6508158e+00
   6.5250000e+00   6.2786842e+00
   2.1750000e+00   8.7901578e+00
   1.0875000e+00   9.4180263e+00
  -1.9539970e-09   1.0045895e+01
   8.7000000e+00   6.2786842e+00
   7.6125000e+00   6.9065526e+00
   6.5250000e+00   7.5344210e+00
   5.4375000e+00   8.1622894e+00
   4.3500000e+00   8.7901578e+00
   3.2625000e+00   9.4180263e+00
   2.1750000e+00   1.0045895e+01
   1.0875000e+00   1.0673763e+01
  -1.9539970e-09   1.1301632e+01
   9.7875000e+00   6.9065526e+00
   8.7000000e+00   7.5344210e+00
   7.6125000e+00   8.1622894e+00
   6.5250000e+00   8.7901578e+00
   5.4375000e+00   9.4180263e+00
   4.3500000e+00   1.0045895e+01
   3.2625000e+00   1.0673763e+01
   2.1750000e+00   1.1301632e+01
   1.0875000e+00   1.1929500e+01
  -1.9539970e-09   1.2557368e+01
   1.0875000e+01   7.5344210e+00
   9.7875000e+00   8.1622894e+00
   8.7000000e+00   8.7901578e+00
   7.6125000e+00   9.4180263e+00
   6.5250000e+00   1.0045895e+01
   5.4375000e+00   1.0673763e+01
   4.3500000e+00   1.1301632e+01
   3.2625000e+00   1.1929500e+01
   2.1750000e+00   1.2557368e+01
   1.0875000e+00   1.3185237e+01
  -1.9539970e-09   1.3813105e+01
   1.1962500e+01   8.1622894e+00
   1.0875000e+01   8.7901578e+00
   9.7875000e+00   9.4180263e+00
   8.7000000e+00   1.0045895e+01
   7.6125000e+00   1.0673763e+01
   6.5250000e+00   1.1301632e+01
   5.4375000e+00   1.1929500e+01
   4.3500000e+00   1.2557368e+01
   3.2625000e+00   1.3185237e+01
   2.1750000e+00   1.3813105e+01
   1.0875000e+00   1.4440974e+01
  -1.9539961e-09   1.5068842e+01
